,,,"Author, editor or organization",Year derived,Title,Subtitle,Reference type,Periodical,DOI name,Volume,Number,Date,Page range,Keywords,Categories,StartDate (= Custom field 1)
TRUE,FALSE,FALSE,"Hu, Pan; Zhang, Qiang; Shi, Peijun; Chen, Bo; Fang, Jiayi",2018,Flood-induced mortality across the globe: Spatiotemporal pattern and influencing factors,,Journal Article,The Science of the total environment,10.1016/j.scitotenv.2018.06.197,643,,,171–182,,1 To do; 2.1 Human-centred; 2.3 Policy; 3.1 Quantitatively; 4.6 Disaster; 4.17 Magnitude; 4.28 Severe; 4.52 Superlative (somethig-est); 5.2.6 Flood Event Records; 5.15.2 Time Series; 6.1.1 Statistical; 7.5 Climate change; 7.7 Health & psychology; 7.8 Management; 7.21 Loss and damage; 7.24 Vulnerability; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.1 Global; 12.4.1 Flood; 12.4.5.1 Cyclone; 14.1 Social Science; 16.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Gray, Clark L.; Mueller, Valerie",2012,Natural disasters and population mobility in Bangladesh,,Journal Article,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1115944109,109,16,,6000–6005,,1 To do; 2.1 Human-centred; 2.3 Policy; 3.1 Quantitatively; 4.6 Disaster; 4.45 Shock; 5.32 Survey (mobility); 6.1.1 Statistical; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.8 Management; 7.10 Agriculture; 7.24 Vulnerability; 7.52 Mixed effects; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 10 Chronology; 11.4.12 Bangladesh; 12.4.1 Flood; 14.1 Social Science; 16.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Wright, David K.; Darling, J. Andrew; Lewis, Barnaby V.; Fertelmes, Craig M.; Loendorf, Chris; Williams, Leroy; Woodson, M. Kyle",2013,"The Anthropology of Dust: Community Responses to Wind-Blown Sediments within the Middle Gila River Valley, Arizona",,Journal Article,Hum Ecol (Human Ecology),10.1007/s10745-013-9583-y,41,3,,423–435,,"1 To do; 2.1 Human-centred; 2.3 Policy; 3.1 Quantitatively; 4.10 Anomalous; 4.18 High-magnitude; 4.39 Destructive; 5.10.8 Sediment; 5.13.2 Wind velocity; 5.13.10 Precipitation; 5.15.2 Time Series; 5.24 Indeces (Composite); 6.1.2 Numerical; 7.4 Adaptation; 7.7 Health & psychology; 7.8 Management; 7.10 Agriculture; 7.13 Human perception; 7.26 Ecology and ecosystems; 7.39 Human-environment dynamics; 8.1 Contemporary (>1900); 8.3 Early Holocene (10,000-1500); 9.4 Persuasion; 9.5 Review; 11.5.1.19 Sonoran Desert, Phoenix, AZ; 12.4.2 Storms; 12.4.3 Drought; 12.4.15 Dust Storm; 14.1 Social Science; 16.1 Completed; 18 Cluster 2; 21 Complete set",
TRUE,FALSE,FALSE,"Ghirardi, Laura; Bisoffi, Giulia; Mirandola, Rina; Ricci, Giorgio; Baccini, Michela",2015,"The Impact of Heat on an Emergency Department in Italy: Attributable Visits among Children, Adults, and the Elderly during the Warm Season",,Journal Article,PloS one,10.1371/journal.pone.0141054,10,10,,e0141054,,"1 To do; 2.1 Human-centred; 2.3 Policy; 3.1 Quantitatively; 4.13 Impact; 4.14 Exposure; 4.18 High-magnitude; 4.23 Overwhelm/Threshold; 4.41 Episode; 4.73 Record high; 5.11.1 Air Pollution Levels; 5.12.2 Case numbers; 5.13.8 Temperature; 5.15.2 Time Series; 6.1.1 Statistical; 7.7 Health & psychology; 7.24 Vulnerability; 7.48 Thresholds/Tipping points; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.3.7.1 Verona, Italy; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 16.1 Completed; 21 Complete set",
TRUE,FALSE,FALSE,"Kershaw, Suzanne E.; Millward, Andrew A.",2012,A spatio-temporal index for heat vulnerability assessment,,Journal Article,Environmental monitoring and assessment,10.1007/s10661-011-2502-z,184,12,,7329–7342,,"1 To do; 2.1 Human-centred; 2.3 Policy; 3.1 Quantitatively; 4.23 Overwhelm/Threshold; 4.76 Extremes; 5.13.8 Temperature; 5.13.9 Relative humidity; 5.15.2 Time Series; 5.24 Indeces (Composite); 6.1.1 Statistical; 6.1.2 Numerical; 7.7 Health & psychology; 7.14 Early warning systems (EWS); 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 9.4 Persuasion; 10 Chronology; 11.5.1.8 Toronto, Canada; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 16.1 Completed; 17 Cluster 1; 21 Complete set",
TRUE,FALSE,FALSE,"Few, Roger",2007,"Health and climatic hazards: Framing social research on vulnerability, response and adaptation",,Journal Article,Global Environmental Change,10.1016/j.gloenvcha.2006.11.001,17,2,,281–295,,"1 To do; 2.1 Human-centred; 2.3 Policy; 3.2 Analogously; 3.3 Subjectively/Visually; 4.4 Rapid; 4.6 Disaster; 4.11 Hazard; 4.12 Intensity; 4.13 Impact; 4.14 Exposure; 4.28 Severe; 4.44 Disruption; 4.58 Change; 4.101 Susceptibility; 5.34 Lit. Review; 6.2.2 Review; 6.2.4 Philosophical; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.8 Management; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 7.35 Capacity; 7.36 Systems; 7.39 Human-environment dynamics; 7.41 Scale; 7.53 Trending Extremes; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 9.4 Persuasion; 11.1 Global; 12.4.2 Storms; 12.4.3 Drought; 12.4.20 Extreme Weather Event; 12.8.1 Fire; 13.67 Flood, Bangladesh 1998; 14.1 Social Science; 16.1 Completed; 17 Cluster 1; 21 Complete set",
TRUE,FALSE,FALSE,"Dash, Pratik; Punia, Milap",2019,"Governance and disaster: Analysis of land use policy with reference to Uttarakhand flood 2013, India",,Journal Article,International Journal of Disaster Risk Reduction,10.1016/j.ijdrr.2019.101090,36,,,101090,,"1 To do; 2.1 Human-centred; 2.3 Policy; 3.2 Analogously; 3.4 Statistically; 4.6 Disaster; 4.8 Catastrophic; 4.11 Hazard; 4.13 Impact; 4.17 Magnitude; 4.36 Torrential; 4.63 Serious; 4.64 Sudden; 5.14.2 Hydrodynamic Simulation; 5.25 Land use; 6.1.2 Numerical; 6.2.2 Review; 6.2.5 Critique; 7.3 Risk; 7.5 Climate change; 7.8 Management; 7.17 Habitat destruction; 7.21 Loss and damage; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 7.39 Human-environment dynamics; 8.1 Contemporary (>1900); 9.5 Review; 10 Chronology; 11.4.18 India; 12.4.1 Flood; 13.33 Flood, Uttarakhand 2013; 14.1 Social Science; 16.1 Completed; 17 Cluster 1; 21 Complete set",
TRUE,FALSE,FALSE,"Jenerette, G. Darrel; Harlan, Sharon L.; Stefanov, William L.; Martin, Chris A.",2011,"Ecosystem services and urban heat riskscape moderation: water, green spaces, and social inequality in Phoenix, USA",,Journal Article,Ecological applications : a publication of the Ecological Society of America,10.1890/10-1493.1,21,7,,2637–2651,,"1 To do; 2.1 Human-centred; 2.3 Policy; 3.2 Analogously; 4.11 Hazard; 4.37 Danger; 4.48 Exceedence; 4.76 Extremes; 5.5.2 Population data (modern); 5.5.3 Household Income; 5.5.4 Census Data; 5.13.8 Temperature; 5.13.9 Relative humidity; 5.15.2 Time Series; 5.16.2 Satellite Imagery; 5.17.1 Vegetation Index; 6.1.1 Statistical; 6.1.2 Numerical; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.9 Mitigation; 7.11 Land use & landscape changes; 7.12 Resource security; 7.24 Vulnerability; 7.26 Ecology and ecosystems; 7.28 Industrialization & infrastructure; 7.55 Spatial Context; 7.75 Environmental injustice; 7.77 Riskscape; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 9.3 Question-driven; 10 Chronology; 11.5.1.11 Phoenix, AZ; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 16.1 Completed; 19 Cluster 3; 21 Complete set",
TRUE,FALSE,FALSE,"Richts, Andrea; Vrba, Jaroslav",2016,Groundwater resources and hydroclimatic extremes: mapping global groundwater vulnerability to floods and droughts,,Journal Article,Environ Earth Sci (Environmental Earth Sciences),10.1007/s12665-016-5632-3,75,10,,312,,1 To do; 2.1 Human-centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.6 Disaster; 4.12 Intensity; 4.13 Impact; 4.20 Frequency; 6.1.2 Numerical; 7.3 Risk; 7.5 Climate change; 7.7 Health & psychology; 7.12 Resource security; 7.19 Cultural change; 7.21 Loss and damage; 7.24 Vulnerability; 7.25 Climate & circulation; 7.36 Systems; 7.54 Water; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 11.1 Global; 12.4.1 Flood; 12.4.2 Storms; 14.2 Earth Science; 14.5 Hydrology; 16.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Brice, Becky; Fullerton, Christopher; Hawkes, Kelsey L.; Mills-Novoa, Megan; O'Neill, Brian F.; Pawlowski, Wincenty M.",2017,The Impacts of Climate Change on Natural Areas Recreation: A Multi-Region Snapshot and Agency Comparison,,Journal Article,Natural Areas Journal,10.3375/043.037.0111,37,1,,86–97,,1 To do; 2.1 Human-centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.13 Impact; 4.68 Unpredictable; 5.34 Lit. Review; 6.2.2 Review; 6.2.5 Critique; 7.4 Adaptation; 7.5 Climate change; 7.24 Vulnerability; 7.41 Scale; 7.55 Spatial Context; 7.83 Recreation and Tourism; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 9.5 Review; 11.5.1.18 US; 12.4.2 Storms; 12.4.9 Severe heat/heat wave; 12.4.11 Severe precipitation; 14.1 Social Science; 16.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Llanes Cárdenas, Omar; Norzagaray Campos, Mariano; Muñoz Sevilla, Patricia; Ruiz Guerrero, Rosario; González Ocampo, Héctor; Herrera Moreno, María",2016,Estimating Trends and Return Periods of Daily Extreme Precipitation Associated with Tropical Cyclones in the Core North American Monsoon,,Journal Article,Pol. J. Environ. Stud. (Polish Journal of Environmental Studies),10.15244/pjoes/64161,25,6,,2283–2292,,1 To do; 2.1 Human-centred; 2.3 Policy; 3.4 Statistically; 4.10 Anomalous; 4.12 Intensity; 4.76 Extremes; 5.13.10 Precipitation; 5.15.2 Time Series; 6.1.1 Statistical; 7.4 Adaptation; 7.5 Climate change; 7.9 Mitigation; 7.25 Climate & circulation; 7.53 Trending Extremes; 7.61 Cycles; 7.68 Distribution; 7.84 Return period; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.5.1.15 Mexico; 12.4.5.1 Cyclone; 12.4.11 Severe precipitation; 14.3 Climate Science; 16.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Sung, Tzu-I; Wu, Pei-Chih; Lung, Shih-Chun; Lin, Chuan-Yao; Chen, Mu-Jean; Su, Huey-Jen",2013,Relationship between heat index and mortality of 6 major cities in Taiwan,,Journal Article,The Science of the total environment,10.1016/j.scitotenv.2012.09.068,442,,,275–281,,1 To do; 2.1 Human-centred; 2.3 Policy; 3.4 Statistically; 4.17 Magnitude; 4.18 High-magnitude; 4.23 Overwhelm/Threshold; 4.56 Maximum; 5.13.8 Temperature; 5.21 Mortality; 5.24 Indeces (Composite); 6.1.1 Statistical; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.24 Vulnerability; 7.48 Thresholds/Tipping points; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.4.8 Taiwan; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 16.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Tichavský, Radek; Kluzová, Olga; Břežný, Michal; Ondráčková, Lenka; Krpec, Petr; Tolasz, Radim; Šilhán, Karel",2018,Increased gully activity induced by short-term human interventions – Dendrogeomorphic research based on exposed tree roots,,Journal Article,Applied Geography,10.1016/j.apgeog.2018.07.008,98,,,66–77,,"1 To do; 2.1 Human-centred; 2.5 Infrastructure-centred; 3.1 Quantitatively; 4.12 Intensity; 4.18 High-magnitude; 4.23 Overwhelm/Threshold; 4.56 Maximum; 5.10.3 Erosion; 5.13.10 Precipitation; 5.15.2 Time Series; 5.42 Tree ring; 6.1.2 Numerical; 7.3 Risk; 7.6 Human activity; 7.11 Land use & landscape changes; 7.21 Loss and damage; 7.28 Industrialization & infrastructure; 7.39 Human-environment dynamics; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.3.5 Mikulovice, Czechia; 12.4.1 Flood; 14.2 Earth Science; 16.1 Completed; 18 Cluster 2; 21 Complete set",
TRUE,FALSE,FALSE,"Aswani, Shankar; van Putten, Ingrid; Miñarro, Sara",2017,Environmental and social recovery asymmetries to large-scale disturbances in small island communities,,Journal Article,Nat Hazards (Natural Hazards),10.1007/s11069-016-2685-2,86,1,,241–262,,1 To do; 2.1 Human-centred; 3.1 Quantitatively; 3.2 Analogously; 4.4 Rapid; 4.6 Disaster; 4.8 Catastrophic; 4.11 Hazard; 4.13 Impact; 4.44 Disruption; 4.45 Shock; 4.68 Unpredictable; 5.19.2 Questionnaires; 6.1.1 Statistical; 6.1.2 Numerical; 7.1 Resilience; 7.2 Populations; 7.4 Adaptation; 7.5 Climate change; 7.13 Human perception; 7.17 Habitat destruction; 7.20 Acclimatization & tolerance; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.26 Ecology and ecosystems; 7.35 Capacity; 7.39 Human-environment dynamics; 7.56 Islands; 8.1 Contemporary (>1900); 9.3 Question-driven; 10 Chronology; 11.2.2 Solomon Islands; 12.2.1 Earthquake; 12.4.18 Tsunami; 14.1 Social Science; 16.1 Completed; 21 Complete set,
TRUE,FALSE,FALSE,"Cheung, Christina; Zhang, Hua; Hepburn, Joseph C.; Yang, Dongya Y.; Richards, Michael P.",2019,Stable isotope and dental caries data reveal abrupt changes in subsistence economy in ancient China in response to global climate change,,Journal Article,PloS one,10.1371/journal.pone.0218943,14,7,,e0218943,,"1 To do; 2.1 Human-centred; 3.1 Quantitatively; 3.3 Subjectively/Visually; 4.58 Change; 4.61 Marked Difference; 4.64 Sudden; 4.69 Shift; 4.98 Turning point; 5.1.4 Stable Isotopes; 5.12.1 Dental Carries Rates; 5.15.2 Time Series; 6.1.2 Numerical; 7.7 Health & psychology; 7.10 Agriculture; 7.17 Habitat destruction; 8.3 Early Holocene (10,000-1500); 9.2 Discovery-driven; 10 Chronology; 11.4.1.1 North, Northwestern China; 13.2 4.2 kya event; 14.7 Palaeo Science; 16.1 Completed; 19 Cluster 3; 21 Complete set",
TRUE,FALSE,FALSE,"Kalkstein, Laurence S.; Greene, Scott; Mills, David M.; Samenow, Jason",2011,An evaluation of the progress in reducing heat-related human mortality in major U.S. cities,,Journal Article,Nat Hazards (Natural Hazards),10.1007/s11069-010-9552-3,56,1,,113–129,,1 To do; 2.1 Human-centred; 3.1 Quantitatively; 3.4 Statistically; 4.9 Abnormal; 4.28 Severe; 4.102 Discrete; 5.13.2 Wind velocity; 5.13.4 Meteorological Suite; 5.13.7 Dew point; 5.13.8 Temperature; 5.15.2 Time Series; 5.21 Mortality; 6.1.1 Statistical; 7.3 Risk; 7.4 Adaptation; 7.7 Health & psychology; 7.14 Early warning systems (EWS); 7.29 Attribution; 7.53 Trending Extremes; 8.1 Contemporary (>1900); 9.3 Question-driven; 10 Chronology; 11.5.1.16 USA; 12.4.9 Severe heat/heat wave; 13.17 1995 Chicago heatwave; 13.18 1993 Philadelphia heatwave; 14.1 Social Science; 16.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Peng, Roger D.; Bobb, Jennifer F.; Tebaldi, Claudia; McDaniel, Larry; Bell, Michelle L.; Dominici, Francesca",2011,Toward a quantitative estimate of future heat wave mortality under global climate change,,Journal Article,Environmental health perspectives,10.1289/ehp.1002430,119,5,,701–706,,"1 To do; 2.1 Human-centred; 3.1 Quantitatively; 3.4 Statistically; 4.13 Impact; 4.17 Magnitude; 4.23 Overwhelm/Threshold; 4.30 Devastative; 5.5.1 Population (modelled); 5.13.1 Climate Models (simulation); 5.13.7 Dew point; 5.13.8 Temperature; 5.15.2 Time Series; 5.21 Mortality; 6.1.1 Statistical; 7.3 Risk; 7.5 Climate change; 7.7 Health & psychology; 7.48 Thresholds/Tipping points; 7.51 Uncertainty (data); 7.53 Trending Extremes; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.2 Discovery-driven; 10 Chronology; 11.5.1.4 Chicago, IL, US; 12.4.9 Severe heat/heat wave; 13.17 1995 Chicago heatwave; 14.1 Social Science; 16.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Smith, Tiffany T.; Zaitchik, Benjamin F.; Gohlke, Julia M.",2013,"Heat waves in the United States: definitions, patterns and trends",,Journal Article,CLIMATIC CHANGE,10.1007/s10584-012-0659-2,118,3-4,,811–825,,1 To do; 2.1 Human-centred; 3.1 Quantitatively; 3.4 Statistically; 4.20 Frequency; 4.23 Overwhelm/Threshold; 4.76 Extremes; 4.88 Outlier; 5.13.2 Wind velocity; 5.13.5 Air pressure; 5.13.8 Temperature; 5.13.9 Relative humidity; 5.15.2 Time Series; 5.41 Light radiation; 6.1.1 Statistical; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.14 Early warning systems (EWS); 7.53 Trending Extremes; 7.87 Relative and Absolute definitions; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 9.5 Review; 10 Chronology; 11.5.1.16 USA; 12.4.9 Severe heat/heat wave; 13.13 2003 European heatwave; 13.17 1995 Chicago heatwave; 13.70 2010 Russia Heatwaves; 14.3 Climate Science; 16.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Gaslikova, Lidia; Grabemann, Iris; Groll, Nikolaus",2013,Changes in North Sea storm surge conditions for four transient future climate realizations,,Journal Article,Nat Hazards (Natural Hazards),10.1007/s11069-012-0279-1,66,3,,1501–1518,,1 To do; 2.1 Human-centred; 3.1 Quantitatively; 3.4 Statistically; 4.23 Overwhelm/Threshold; 4.28 Severe; 4.48 Exceedence; 5.13.1 Climate Models (simulation); 5.14.2 Hydrodynamic Simulation; 5.14.5 Water level/flow; 5.15.2 Time Series; 6.1.1 Statistical; 7.5 Climate change; 7.21 Loss and damage; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.2 Discovery-driven; 10 Chronology; 11.3.2 North Sea Coast; 12.4.17 Storm Surge; 14.2 Earth Science; 16.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Smoyer, Karen E.",1998,Putting risk in its place: methodological considerations for investigating extreme event health risk,,Journal Article,Social Science & Medicine,10.1016/S0277-9536(98)00237-8,47,11,,1809–1824,,"1 To do; 2.1 Human-centred; 3.1 Quantitatively; 4.9 Abnormal; 4.13 Impact; 4.23 Overwhelm/Threshold; 4.26 Short-term Deviation; 4.70 Short-term; 4.71 Accident; 4.72 Amplification; 5.13.8 Temperature; 5.15.2 Time Series; 5.21 Mortality; 5.24 Indeces (Composite); 6.1.1 Statistical; 7.3 Risk; 7.7 Health & psychology; 7.24 Vulnerability; 7.55 Spatial Context; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 9.3 Question-driven; 10 Chronology; 11.5.1.20 St. Louis, MO, US; 12.4.9 Severe heat/heat wave; 14.1 Social Science; 16.1 Completed; 19 Cluster 3; 21 Complete set",
TRUE,FALSE,FALSE,"Winter, Jonathan M.; Bowen, Fiona L.; Partridge, Trevor F.; Chipman, Jonathan W.",2019,Future Extreme Event Risk in the Rural Northeastern United States,,Journal Article,Annals of the American Association of Geographers,10.1080/24694452.2018.1540920,109,4,,1110–1130,,1 To do; 2.1 Human-centred; 3.1 Quantitatively; 4.10 Anomalous; 4.11 Hazard; 4.13 Impact; 4.14 Exposure; 4.23 Overwhelm/Threshold; 4.29 Dramatic effect; 4.48 Exceedence; 4.52 Superlative (somethig-est); 4.56 Maximum; 4.59 Minimum; 4.77 Extreme event; 5.5.1 Population (modelled); 5.5.2 Population data (modern); 5.13.1 Climate Models (simulation); 5.13.8 Temperature; 5.13.10 Precipitation; 5.15.2 Time Series; 6.1.1 Statistical; 7.2 Populations; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.24 Vulnerability; 7.39 Human-environment dynamics; 7.41 Scale; 7.53 Trending Extremes; 7.55 Spatial Context; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.2 Discovery-driven; 10 Chronology; 11.5.1.6 NE USA; 12.4.3 Drought; 12.4.9 Severe heat/heat wave; 12.4.10 Temperature extremes; 12.4.12 Precipitation extremes; 12.4.20 Extreme Weather Event; 14.1 Social Science; 16.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Ahn, Sung-Mo; Hwang, Jae Hoon",2015,Temporal fluctuation of human occupation during the 7th–3rd millennium cal BP in the central-western Korean Peninsula,,Journal Article,Quaternary International,10.1016/j.quaint.2015.04.038,384,,,28–36,,"1 To do; 2.1 Human-centred; 3.2 Analogously; 4.4 Rapid; 4.25 Sharp; 4.41 Episode; 4.62 Widespread; 4.70 Short-term; 4.90 Radical; 5.4.4 Pollen; 5.15.1 Radiocarbon; 5.15.2 Time Series; 5.34 Lit. Review; 6.1.2 Numerical; 6.2.2 Review; 7.2 Populations; 7.5 Climate change; 7.10 Agriculture; 7.11 Land use & landscape changes; 7.21 Loss and damage; 8.3 Early Holocene (10,000-1500); 9.2 Discovery-driven; 10 Chronology; 11.4.4 Korea; 12.4.10 Temperature extremes; 12.7.4.1 Sea Level Rise; 13.2 4.2 kya event; 13.50 Bond Events; 14.1 Social Science; 14.7 Palaeo Science; 16.1 Completed; 20 Cluster 4; 21 Complete set",
